V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_4726	Q6P878	1.34e-33	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]	GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290
Ab_contig_4751	P04069	2.55e-28	Carboxypeptidase B (EC 3.4.17.2)	Astacus astacus (Noble crayfish) (Astacus fluviatilis)	proteolysis [GO:0006508]	GO:0004181; GO:0005615; GO:0006508; GO:0008270
Ab_contig_4754	Q147X3	2.09e-29	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	Homo sapiens (Human)	protein stabilization [GO:0050821]	GO:0004596; GO:0005634; GO:0005737; GO:0005829; GO:0031417; GO:0050821; GO:0120518
Ab_contig_4757	Q5ZJK8	5.23e-62	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)	Gallus gallus (Chicken)	protein folding [GO:0006457]	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662
Ab_contig_4758	Q8VDM4	3.18e-25	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97)	Mus musculus (Mouse)	regulation of protein catabolic process [GO:0042176]	GO:0000502; GO:0005838; GO:0022624; GO:0030234; GO:0042176
Ab_contig_4760	Q5RFU0	4.12e-30	Sialate O-acetylesterase (SIAE) (EC 3.1.1.53) (Sialic acid-specific 9-O-acetylesterase)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	carbohydrate metabolic process [GO:0005975]	GO:0005764; GO:0005975; GO:0106330
Ab_contig_4790	P41386	1.96e-42	Tubulin beta chain (Beta-tubulin)	Haliotis discus (Abalone) (Nordotis discus)	microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
Ab_contig_4815	A1XQU1	9.09e-50	Proteasome subunit beta type-7 (EC 3.4.25.1)	Sus scrofa (Pig)	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0004175; GO:0004298; GO:0005634; GO:0005829; GO:0005839; GO:0016604; GO:0019774; GO:0043161
Ab_contig_4825	Q6DGQ8	1.62e-32	Nucleoside diphosphate kinase homolog 5 (3'-5' exonuclease NME5) (EC 3.1.-.-)	Danio rerio (Zebrafish) (Brachydanio rerio)	cilium movement [GO:0003341]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; UTP biosynthetic process [GO:0006228]	GO:0003341; GO:0004550; GO:0005929; GO:0006183; GO:0006228; GO:0006241; GO:0008408; GO:1902176
Ab_contig_4832	O35130	9.02e-49	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)	Mus musculus (Mouse)	blastocyst development [GO:0001824]; nucleologenesis [GO:0017126]; ribosomal small subunit biogenesis [GO:0042274]; rRNA base methylation [GO:0070475]	GO:0001824; GO:0005654; GO:0005694; GO:0005730; GO:0017126; GO:0019843; GO:0032040; GO:0042274; GO:0042802; GO:0070037; GO:0070475
Ab_contig_4833	Q8BH95	8.65e-30	Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)	Mus musculus (Mouse)	fatty acid beta-oxidation [GO:0006635]	GO:0004165; GO:0004300; GO:0005739; GO:0005759; GO:0006635; GO:0043956; GO:0120092
Ab_contig_4840	Q9PT92	7.66e-35	Catalase (EC 1.11.1.6)	Danio rerio (Zebrafish) (Brachydanio rerio)	hydrogen peroxide catabolic process [GO:0042744]; response to copper ion [GO:0046688]; response to hydrogen peroxide [GO:0042542]	GO:0004096; GO:0005737; GO:0005739; GO:0005777; GO:0005782; GO:0020037; GO:0042542; GO:0042744; GO:0046688; GO:0046872
Ab_contig_4858	Q9Z2W0	2.25e-27	Aspartyl aminopeptidase (EC 3.4.11.21)	Mus musculus (Mouse)	proteolysis [GO:0006508]	GO:0004177; GO:0005737; GO:0006508; GO:0008237; GO:0008270
Ab_contig_4863	B0BM36	1.19e-48	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip) (Malate dehydrogenase [quinone] iron-sulfur subunit) (EC 1.1.5.-)	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	tricarboxylic acid cycle [GO:0006099]	GO:0005743; GO:0006099; GO:0008177; GO:0009055; GO:0045273; GO:0046872; GO:0048039; GO:0051537; GO:0051538; GO:0051539
Ab_contig_4877	Q9C0K3	9.94e-46	Actin-related protein 3C (Actin-related protein 11)	Homo sapiens (Human)		GO:0003779; GO:0005524; GO:0070062
Ab_contig_4885	P50396	3.77e-32	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1)	Mus musculus (Mouse)	negative regulation of axonogenesis [GO:0050771]; negative regulation of protein targeting to membrane [GO:0090315]; positive regulation of axon extension [GO:0045773]; positive regulation of toll-like receptor signaling pathway [GO:0034123]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]; response to calcium ion [GO:0051592]	GO:0005093; GO:0005096; GO:0005783; GO:0005794; GO:0015031; GO:0030424; GO:0030496; GO:0031267; GO:0032482; GO:0032991; GO:0034123; GO:0043025; GO:0043209; GO:0045773; GO:0050771; GO:0051592; GO:0090315; GO:0099523
Ab_contig_4886	P00731	1.99e-23	Carboxypeptidase A1 (EC 3.4.17.1)	Rattus norvegicus (Rat)	leukotriene metabolic process [GO:0006691]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; response to cadmium ion [GO:0046686]	GO:0004181; GO:0005615; GO:0006508; GO:0006691; GO:0008238; GO:0008270; GO:0046686; GO:0051603
Ab_contig_4899	Q9GMB0	3.57e-59	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)	Sus scrofa (Pig)	protein N-linked glycosylation via asparagine [GO:0018279]	GO:0008250; GO:0018279
Ab_contig_4900	Q8WPJ2	1.77e-30	Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) (Beta-mannanase) (Endo-beta-1,4-mannanase) (Man5A) (ManA)	Mytilus edulis (Blue mussel)	mannan catabolic process [GO:0046355]	GO:0016985; GO:0046355
Ab_contig_4910	Q91WM2	3.67e-26	Haloacid dehalogenase-like hydrolase domain-containing 5 (Cat eye syndrome critical region protein 5 homolog)	Mus musculus (Mouse)		GO:0005739
Ab_contig_4912	P26686	2.24e-39	Serine-arginine protein 55 (SRP55) (52 kDa bracketing protein) (B52 protein) (Protein enhancer of deformed)	Drosophila melanogaster (Fruit fly)	defense response to virus [GO:0051607]; mitotic cell cycle [GO:0000278]; mitotic G1/S transition checkpoint signaling [GO:0044819]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene expression [GO:0010468]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]; RNA splicing [GO:0008380]	GO:0000278; GO:0000381; GO:0000398; GO:0000791; GO:0001178; GO:0003729; GO:0005634; GO:0005700; GO:0005737; GO:0008380; GO:0010468; GO:0016607; GO:0031440; GO:0044819; GO:0048024; GO:0051607; GO:0071011; GO:0071013; GO:1990904
Ab_contig_4922	Q920A5	5.91e-21	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	Mus musculus (Mouse)	blood vessel diameter maintenance [GO:0097746]; negative regulation of blood pressure [GO:0045776]; proteolysis [GO:0006508]	GO:0004185; GO:0005576; GO:0006508; GO:0045776; GO:0097746
Ab_contig_4929	Q8BFR4	5.7e-23	N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase) (G6S)	Mus musculus (Mouse)	keratan sulfate catabolic process [GO:0042340]	GO:0005539; GO:0005764; GO:0008449; GO:0008484; GO:0042340; GO:0043199; GO:0046872
Ab_contig_4934	Q8AVM5	1.37e-27	V-type proton ATPase 116 kDa subunit a1 (V-ATPase 116 kDa subunit a1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1)	Xenopus laevis (African clawed frog)	vacuolar acidification [GO:0007035]	GO:0000220; GO:0005886; GO:0007035; GO:0030665; GO:0030672; GO:0042470; GO:0046961; GO:0051117
Ab_contig_4937	Q8N0N3	1.42e-21	Beta-1,3-glucan-binding protein (GBP)	Penaeus monodon (Giant tiger prawn)	carbohydrate metabolic process [GO:0005975]; innate immune response [GO:0045087]	GO:0001872; GO:0004553; GO:0005576; GO:0005975; GO:0045087
Ab_contig_4938	P38919	2.01e-32	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]	Homo sapiens (Human)	associative learning [GO:0008306]; cellular response to brain-derived neurotrophic factor stimulus [GO:1990416]; cellular response to selenite ion [GO:0072715]; embryonic cranial skeleton morphogenesis [GO:0048701]; exploration behavior [GO:0035640]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of excitatory postsynaptic potential [GO:0090394]; negative regulation of selenocysteine incorporation [GO:1904570]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of translation [GO:0045727]; regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000622]; regulation of translation at postsynapse, modulating synaptic transmission [GO:0099578]; response to organic cyclic compound [GO:0014070]; rRNA processing [GO:0006364]	GO:0000184; GO:0000398; GO:0003689; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0006406; GO:0008143; GO:0008306; GO:0014070; GO:0016020; GO:0016607; GO:0016887; GO:0017148; GO:0030425; GO:0035145; GO:0035368; GO:0035613; GO:0035640; GO:0043021; GO:0043025; GO:0045727; GO:0048701; GO:0061775; GO:0071006; GO:0071013; GO:0072715; GO:0090394; GO:0098794; GO:0098978; GO:0099578; GO:0140584; GO:0140665; GO:0140849; GO:1904570; GO:1990416; GO:2000622
Ab_contig_4945	Q3B8N0	1.76e-39	Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	Xenopus laevis (African clawed frog)	proteolysis [GO:0006508]; ribosome disassembly [GO:0032790]	GO:0005634; GO:0005737; GO:0005783; GO:0006508; GO:0032790; GO:0071567
Ab_contig_4946	Q3UHC0	2.49e-27	Trinucleotide repeat-containing gene 6C protein	Mus musculus (Mouse)	embryonic hemopoiesis [GO:0035162]; embryonic organ development [GO:0048568]; endoderm development [GO:0007492]; endoderm formation [GO:0001706]; lung saccule development [GO:0060430]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of translation [GO:0006417]; regulatory ncRNA-mediated gene silencing [GO:0031047]; transforming growth factor beta receptor signaling pathway [GO:0007179]	GO:0001706; GO:0003723; GO:0005829; GO:0006417; GO:0007179; GO:0007492; GO:0031047; GO:0035162; GO:0048568; GO:0060213; GO:0060430; GO:0060964; GO:1900153
Ab_contig_4957	Q7T2A5	2.54e-26	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)	Danio rerio (Zebrafish) (Brachydanio rerio)	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]	GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290
Ab_contig_4971	Q920R6	3.83e-28	V-type proton ATPase 116 kDa subunit a 4 (V-ATPase 116 kDa isoform a 4) (V-type proton ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform)	Mus musculus (Mouse)	ossification [GO:0001503]; proton transmembrane transport [GO:1902600]; regulation of pH [GO:0006885]; renal tubular secretion [GO:0097254]; sensory perception of sound [GO:0007605]; synaptic vesicle lumen acidification [GO:0097401]	GO:0000220; GO:0001503; GO:0005768; GO:0005903; GO:0006885; GO:0007605; GO:0008553; GO:0016323; GO:0016324; GO:0016471; GO:0030672; GO:0031526; GO:0045177; GO:0046961; GO:0051117; GO:0097254; GO:0097401; GO:1902600
Ab_contig_4975	Q99714	9.67e-53	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	Homo sapiens (Human)	androgen metabolic process [GO:0008209]; bile acid biosynthetic process [GO:0006699]; brexanolone metabolic process [GO:0062173]; C21-steroid hormone metabolic process [GO:0008207]; estrogen metabolic process [GO:0008210]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; isoleucine catabolic process [GO:0006550]; lipid metabolic process [GO:0006629]; mitochondrial tRNA 3'-end processing [GO:1990180]; mitochondrial tRNA 5'-end processing [GO:0097745]; mitochondrial tRNA methylation [GO:0070901]; mitochondrion organization [GO:0007005]; protein homotetramerization [GO:0051289]	GO:0000049; GO:0003723; GO:0003857; GO:0004303; GO:0005737; GO:0005739; GO:0005759; GO:0005886; GO:0006550; GO:0006629; GO:0006631; GO:0006635; GO:0006699; GO:0007005; GO:0008207; GO:0008209; GO:0008210; GO:0008709; GO:0030283; GO:0030678; GO:0042645; GO:0043527; GO:0044594; GO:0047015; GO:0047035; GO:0047044; GO:0051289; GO:0062173; GO:0070901; GO:0097745; GO:0106281; GO:0106282; GO:0106283; GO:1990180
Ab_contig_4976	O18373	1e-48	Inactive selenide, water dikinase-like protein (Protein patufet) (Selenophosphate synthetase 1)	Drosophila melanogaster (Fruit fly)	negative regulation of reactive oxygen species metabolic process [GO:2000378]	GO:0005524; GO:0005737; GO:0016301; GO:2000378
Ab_contig_4988	Q01579	1.36e-26	Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST 5-5) (GST class-theta-1) (Glutathione S-transferase 5)	Rattus norvegicus (Rat)	dichloromethane metabolic process [GO:0018900]; DNA modification [GO:0006304]; glutathione metabolic process [GO:0006749]; response to organic cyclic compound [GO:0014070]; response to salicylic acid [GO:0009751]; response to selenium ion [GO:0010269]; response to vitamin E [GO:0033197]; response to xenobiotic stimulus [GO:0009410]	GO:0004364; GO:0004602; GO:0005737; GO:0005829; GO:0006304; GO:0006749; GO:0009410; GO:0009751; GO:0010269; GO:0014070; GO:0018900; GO:0033197; GO:0047651
Ab_contig_4989	A0A1S4F2V5	5.1e-28	Cathepsin L-like peptidase (AaCatL) (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	proteolysis [GO:0006508]	GO:0006508; GO:0008234
Ab_contig_5007	Q6PHD9	6.79e-35	Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1)	Danio rerio (Zebrafish) (Brachydanio rerio)	protein transport [GO:0015031]	GO:0005634; GO:0005829; GO:0008430; GO:0015031; GO:0016020; GO:0018549
Ab_contig_5018	Q9DC70	1.13e-67	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	Mus musculus (Mouse)	aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	GO:0003954; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0032981; GO:0042776; GO:0045271; GO:0046872; GO:0048038; GO:0051539
Ab_contig_5022	Q9GLZ5	6.35e-33	Striatin-interacting protein 1 (Protein FAM40A)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	cortical actin cytoskeleton organization [GO:0030866]; negative regulation of hippo signaling [GO:0035331]; regulation of cell morphogenesis [GO:0022604]	GO:0005829; GO:0022604; GO:0030674; GO:0030866; GO:0035331; GO:0090443
Ab_contig_5023	Q8WR62	6.42e-29	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.04e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.11e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.78e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.63e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.63e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.63e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.63e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	7.88e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.8e-27	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	6.56e-27	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5024	Q5E9N4	5.3e-23	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Glycine transaminase AADAT) (EC 2.6.1.4) (Kynurenine aminotransferase II) (Kynurenine--glyoxylate transaminase AADAT) (EC 2.6.1.63) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II) (Methionine--glyoxylate transaminase AADAT) (EC 2.6.1.73)	Bos taurus (Bovine)	2-oxoglutarate metabolic process [GO:0006103]; alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058]; glutamate metabolic process [GO:0006536]; kynurenine metabolic process [GO:0070189]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]	GO:0005739; GO:0006103; GO:0006536; GO:0009058; GO:0016212; GO:0030170; GO:0033512; GO:0047315; GO:0047536; GO:0047958; GO:0050094; GO:0070189; GO:1901605
Ab_contig_5029	Q17RR3	1.89e-33	Pancreatic lipase-related protein 3 (PL-RP3) (EC 3.1.1.3)	Homo sapiens (Human)	lipid catabolic process [GO:0016042]	GO:0004806; GO:0005576; GO:0016042
Ab_contig_5040	Q10751	9.75e-40	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)	Gallus gallus (Chicken)	angiotensin maturation [GO:0002003]; bradykinin catabolic process [GO:0010815]; cell population proliferation [GO:0008283]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; positive regulation of systemic arterial blood pressure [GO:0003084]; primitive erythrocyte differentiation [GO:0060319]; regulation of blood pressure [GO:0008217]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; substance P catabolic process [GO:0010814]	GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573
Ab_contig_5040	Q10751	5.69e-35	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)	Gallus gallus (Chicken)	angiotensin maturation [GO:0002003]; bradykinin catabolic process [GO:0010815]; cell population proliferation [GO:0008283]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; positive regulation of systemic arterial blood pressure [GO:0003084]; primitive erythrocyte differentiation [GO:0060319]; regulation of blood pressure [GO:0008217]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; substance P catabolic process [GO:0010814]	GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573
Ab_contig_5074	P17694	3.75e-36	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Bos taurus (Bovine)	cellular response to oxygen levels [GO:0071453]; gliogenesis [GO:0042063]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]	GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0019826; GO:0022008; GO:0032981; GO:0042063; GO:0045271; GO:0046872; GO:0048038; GO:0051287; GO:0051539; GO:0061351; GO:0071453
Ab_contig_5096	Q641Y0	3.82e-28	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	Rattus norvegicus (Rat)	protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]; regulation of protein stability [GO:0031647]; response to cytokine [GO:0034097]; T cell activation [GO:0042110]	GO:0005886; GO:0006486; GO:0006487; GO:0008047; GO:0008250; GO:0018279; GO:0031647; GO:0034097; GO:0042110; GO:0043231
